Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002807,1,1,2,0,0,8.209308411646937,5.493061443340548,4.68213122712422,360.0,1.0,1,1
LP002813,0,1,1,1,1,9.877348894926433,0.0,6.396929655216146,360.0,1.0,1,1
LP002820,1,1,0,1,0,8.686598356276965,7.628031126930335,5.351858133476067,360.0,1.0,0,1
LP002821,1,0,0,0,1,8.66561319653451,0.0,4.882801922586371,360.0,1.0,1,1
LP002832,1,1,2,1,0,9.08239335764556,0.0,5.552959584921617,360.0,0.0,2,0
LP002833,1,1,0,0,0,8.404472321352118,0.0,4.787491742782046,360.0,1.0,0,1
LP002836,1,0,0,1,0,8.11162807830774,0.0,4.248495242049359,360.0,1.0,2,1
LP002837,1,1,3,1,0,8.131530710604252,7.824445930877619,4.812184355372417,360.0,0.0,0,0
LP002840,0,0,0,1,0,7.774015077250727,0.0,2.1972245773362196,360.0,1.0,2,0
LP002841,1,1,0,1,0,8.060224240440958,7.632885505395133,4.6443908991413725,360.0,0.0,2,0
LP002842,1,1,1,1,0,8.136518252115291,7.467942332285852,5.225746673713202,360.0,1.0,2,1
LP002847,1,1,1,1,0,8.540128162698734,7.280697195384741,5.10594547390058,360.0,0.0,2,0
LP002855,1,1,2,1,0,9.721125994942152,0.0,5.616771097666572,360.0,1.0,2,1
LP002862,1,1,2,0,0,8.720134035412928,7.3938782901077555,5.231108616854587,480.0,1.0,1,0
LP002863,1,1,3,1,0,8.764990330169104,0.0,5.0106352940962555,360.0,1.0,1,0
LP002868,1,1,2,1,0,8.058010800802085,6.135564891081739,4.68213122712422,84.0,1.0,2,1
LP002872,1,1,0,1,0,8.034955024502159,7.701200180857446,4.912654885736052,360.0,0.0,1,0
LP002874,1,0,0,1,0,8.079927770758275,7.915713199382116,4.700480365792417,360.0,1.0,2,1
LP002877,1,1,1,1,0,7.485491608030754,7.711101251840158,4.672828834461906,360.0,1.0,0,1
LP002888,1,0,0,1,0,8.065265208897733,7.978653729082731,5.081404364984463,360.0,1.0,2,1
LP002892,1,1,2,1,0,8.785692444451245,0.0,5.3230099791384085,360.0,1.0,1,1
LP002893,1,0,0,1,0,7.515344571180436,10.429339710318741,4.499809670330265,360.0,1.0,2,0
LP002894,0,1,0,1,0,8.060224240440958,0.0,3.58351893845611,360.0,1.0,1,1
LP002898,1,1,1,1,0,7.539027055823995,0.0,4.110873864173311,360.0,1.0,0,0
LP002911,1,1,1,1,0,7.932721027481948,7.559038255443384,4.983606621708336,360.0,0.0,0,0
LP002912,1,1,1,1,0,8.36240897761537,8.006700845440367,5.147494476813453,84.0,1.0,0,0
LP002916,1,1,0,1,0,7.739359202689098,7.328437352895162,4.6443908991413725,360.0,1.0,2,1
LP002917,0,0,0,0,0,7.68017564043659,0.0,4.248495242049359,360.0,1.0,1,1
LP002925,0,0,0,1,0,8.465899897028686,0.0,4.543294782270004,360.0,1.0,1,1
LP002926,1,1,2,1,1,7.9105906122564775,0.0,4.663439094112067,360.0,0.0,1,0
LP002928,1,1,0,1,0,8.006367567650246,8.136518252115291,4.02535169073515,180.0,1.0,1,1
LP002931,1,1,2,1,1,8.699514748210191,0.0,5.3230099791384085,240.0,1.0,1,0
LP002933,1,0,3,1,1,9.143880005275912,0.0,5.676753802268282,360.0,1.0,1,1
LP002936,1,1,0,1,0,8.258163361537619,8.101980731853192,4.955827057601261,180.0,1.0,0,1
LP002938,1,1,0,1,1,9.68781601606062,0.0,5.560681631015528,360.0,1.0,2,1
LP002940,1,0,0,0,0,8.251403065380556,0.0,4.700480365792417,360.0,1.0,0,1
LP002941,1,1,2,0,1,8.761393485256058,6.90875477931522,5.231108616854587,360.0,1.0,0,0
LP002943,1,0,2,1,0,8.00202481821611,0.0,4.477336814478207,360.0,0.0,1,0
LP002945,1,1,0,1,1,9.206633510044856,0.0,5.19295685089021,360.0,1.0,0,1
LP002948,1,1,2,1,0,8.662158961666423,0.0,5.2574953720277815,360.0,1.0,2,1
LP002949,0,0,3,1,0,6.030685260261263,10.637488727104339,5.857933154483459,180.0,1.0,2,0
LP002950,1,1,0,0,0,7.970394907191429,7.934871565945176,5.043425116919247,360.0,1.0,0,1
LP002953,1,1,3,1,0,8.648747631156539,0.0,4.852030263919617,360.0,1.0,2,1
LP002958,1,0,0,1,0,8.209580483475577,8.366835309827675,5.147494476813453,360.0,1.0,0,1
LP002959,0,1,1,1,0,9.392661928770137,0.0,6.206575926724928,360.0,1.0,1,1
LP002960,1,1,0,0,0,7.783224016336037,8.24301946898925,4.852030263919617,180.0,1.0,2,0
LP002961,1,1,1,1,0,8.131530710604252,7.824445930877619,5.153291594497779,360.0,1.0,1,1
LP002964,1,1,2,0,0,8.290794347381356,7.252762418053187,5.056245805348308,360.0,1.0,0,1
LP002974,1,1,0,1,0,8.080856419640986,7.576097340623111,4.68213122712422,360.0,1.0,0,1
LP002978,0,0,0,1,0,7.9724660159745655,0.0,4.2626798770413155,360.0,1.0,0,1
LP002979,1,1,3,1,0,8.32020459757888,0.0,3.6888794541139363,180.0,1.0,0,1
LP002983,1,1,1,1,0,8.996156562033445,5.484796933490655,5.53338948872752,360.0,1.0,2,1
LP002984,1,1,2,1,0,8.933664178700935,0.0,5.231108616854587,360.0,1.0,2,1
LP002990,0,0,0,1,1,8.430109084509125,0.0,4.890349128221754,360.0,0.0,1,0
